statut_amm,statut_commercialisation,specialite,dosage,forme,presentation,pp_gn,substance_active,classe_therapeutique,epi,ppv,ph,pfht,code,tva
AMM ENREGISTREE,Commercialisé,AERIUS,5  MG,COMPRIME PELLICULE,BOITE DE 15,PP,DESLORATADINE,PNEUMO-ALLERGO-PHTYSIOLOGIE,PHI,"48,4","30,2","28,79",4393,
AMM ENREGISTREE,Commercialisé,AERIUS,5  MG,COMPRIME PELLICULE,BOITE DE 30,PP,DESLORATADINE,PNEUMO-ALLERGO-PHTYSIOLOGIE,PHI,"95,9","59,9","57,07",4394,
AMM ENREGISTREE,Commercialisé,AERIUS,5  MG,COMPRIME PELLICULE,BOITE DE 7,PP,DESLORATADINE,PNEUMO-ALLERGO-PHTYSIOLOGIE,PHI,25,"15,6","14,86",4395,
AMM RETIREE,Retiré du Marché,AGIFENE,"0,02",SUSPENSION BUVABLE,FLACON DE 100 ML,GN,IBUPROFENE,ANTI-INFLAMMATOIRES,PHI,"21,9","13,7","12,2107",4396,
AMM RETIREE,Retiré du Marché,AGIFENE,"0,02",SUSPENSION BUVABLE,FLACON DE 150 ML,GN,IBUPROFENE,ANTI-INFLAMMATOIRES,PHI,"22,5",14,"12,5167",4397,
AMM ENREGISTREE,Commercialisé,AGIFENE,"0,05",GEL,TUBE DE 50 G,GN,IBUPROFENE,RHUMATOLOGIE,PHI,"36,2","22,6","21,5843",4398,
AMM ENREGISTREE,Commercialisé,AIRLIX,10  MG,COMPRIME,BOITE DE 15,GN,CETIRIZINE (DICHLORHYDRATE),PNEUMO-ALLERGO-PHTYSIOLOGIE,PHI,"42,8","26,7","25,47",4399,
AMM ENREGISTREE,Commercialisé,AIRLIX,10  MG,COMPRIME,BOITE DE 30,GN,CETIRIZINE (DICHLORHYDRATE),PNEUMO-ALLERGO-PHTYSIOLOGIE,PHI,"82,7","51,7","49,21",4400,
AMM ENREGISTREE,Commercialisé,AIRLIX,5  MG  /  5  ML,SIROP,FLACON DE 60 ML,GN,CETIRIZINE (DICHLORHYDRATE),PNEUMO-ALLERGO-PHTYSIOLOGIE,PHI,"25,6",16,"15,25",4401,
AMM ENREGISTREE,Commercialisé,ALTIAZEM,60  MG,COMPRIME,BOITE DE 50,GN,DILTIAZEM (CHLORHYDRATE),CARDIOLOGIE - ANGEIOLOGIE,PHI,89,"55,6","52,9821",4402,
AMM ENREGISTREE,Commercialisé,ALZOLE,20  MG,GELULE,BOITE DE 14,GN,OMEPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,PHI,"42,1","26,3","25,04",4403,
AMM ENREGISTREE,Commercialisé,ALZOLE,20  MG,GELULE,BOITE DE 28,GN,OMEPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,PHI,"79,4","49,6","47,29",4404,
AMM ENREGISTREE,Commercialisé,ALZOLE,20  MG,GELULE,FLACON DE 7,GN,OMEPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,PHI,"23,4","14,6","13,91",4405,
AMM ENREGISTREE,Commercialisé,ANGINIB,100  MG,COMPRIME PELLICULE,BOITE DE 30,GN,LOSARTAN (POTASSIQUE),CARDIOLOGIE - ANGEIOLOGIE,PHI,148,"92,5","88,09",4406,
AMM ENREGISTREE,Commercialisé,ANGINIB,50  MG,COMPRIME,BOITE DE 14,GN,LOSARTAN (POTASSIQUE),CARDIOLOGIE - ANGEIOLOGIE,PHI,40,25,"23,79",4407,
AMM ENREGISTREE,Commercialisé,ANGINIB,50  MG,COMPRIME,BOITE DE 28,GN,LOSARTAN (POTASSIQUE),CARDIOLOGIE - ANGEIOLOGIE,PHI,"77,2","48,2","45,96",4408,
AMM ENREGISTREE,Commercialisé,ANGINIB,50  MG,COMPRIME PELLICULE,BOITE DE 56,GN,LOSARTAN (POTASSIQUE),CARDIOLOGIE - ANGEIOLOGIE,PHI,140,"87,5","83,36",4409,
AMM ENREGISTREE,Non Commercialisé,ARIPIPHI,10  MG,COMPRIME,BOITE DE 15,GN,ARIPIPRAZOLE,NEUROLOGIE - PSYCHIATRIE,PHI,"194,4","121,5","115,73",4410,
AMM ENREGISTREE,Commercialisé,ARIPIPHI,10  MG,COMPRIME,BOITE DE 30,GN,ARIPIPRAZOLE,NEUROLOGIE - PSYCHIATRIE,PHI,327,217,"207,5",4411,
AMM ENREGISTREE,Non Commercialisé,ARIPIPHI,15  MG,COMPRIME,BOITE DE 15,GN,ARIPIPRAZOLE,NEUROLOGIE - PSYCHIATRIE,PHI,219,"137,3","130,75",4412,
AMM ENREGISTREE,Commercialisé,ARIPIPHI,15  MG,COMPRIME,BOITE DE 30,GN,ARIPIPRAZOLE,NEUROLOGIE - PSYCHIATRIE,PHI,373,248,"236,62",4413,
AMM ENREGISTREE,Non Commercialisé,ARIPIPHI,30  MG,COMPRIME,BOITE DE 15,GN,ARIPIPRAZOLE,NEUROLOGIE - PSYCHIATRIE,PHI,273,"171,1","162,98",4414,
AMM ENREGISTREE,Non Commercialisé,ARIPIPHI,30  MG,COMPRIME,BOITE DE 30,GN,ARIPIPRAZOLE,NEUROLOGIE - PSYCHIATRIE,PHI,515,342,"325,96",4415,
AMM ENREGISTREE,Non Commercialisé,ARIPIPHI,5  MG,COMPRIME,BOITE DE 15,GN,ARIPIPRAZOLE,NEUROLOGIE - PSYCHIATRIE,PHI,"107,5","67,2","63,99",4416,
AMM ENREGISTREE,Commercialisé,ARIPIPHI,5  MG,COMPRIME,BOITE DE 30,GN,ARIPIPRAZOLE,NEUROLOGIE - PSYCHIATRIE,PHI,"191,6","119,8","114,06",4417,
AMM ENREGISTREE,Commercialisé,BIAFINE,"0,67 G",EMULSION POUR APPLICATION CUTANEE,TUBE DE 186 G,PP,TROLAMINE,DERMATOLOGIE - VENEROLOGIE,PHI,71,"44,4","42,2786",4418,
AMM ENREGISTREE,Commercialisé,BIAFINE,"0,67 G",EMULSION POUR APPLICATION CUTANEE,TUBE DE 93 G,PP,TROLAMINE,DERMATOLOGIE - VENEROLOGIE,PHI,"41,1","25,7","24,4771",4419,
AMM ENREGISTREE,Commercialisé,CALCINIB,10  MG,COMPRIME,BOITE DE 14,GN,AMLODIPINE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"38,9","24,3","23,16",4420,
AMM ENREGISTREE,Commercialisé,CALCINIB,10  MG,COMPRIME,BOITE DE 28,GN,AMLODIPINE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"75,2",47,"44,74",4421,
AMM ENREGISTREE,Commercialisé,CALCINIB,5  MG,COMPRIME,BOITE DE 14,GN,AMLODIPINE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"25,6",16,"15,24",4422,
AMM ENREGISTREE,Commercialisé,CALCINIB,5  MG,COMPRIME,BOITE DE 28,GN,AMLODIPINE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"49,4","30,9","29,44",4423,
AMM ENREGISTREE,Non Commercialisé,CARDIX,25  MG,COMPRIME,BOITE DE 14,GN,CARVEDILOL,CARDIOLOGIE - ANGEIOLOGIE,PHI,38,"23,7","22,619",4424,
AMM ENREGISTREE,Commercialisé,CARDIX,25  MG,COMPRIME,BOITE DE 28,GN,CARVEDILOL,CARDIOLOGIE - ANGEIOLOGIE,PHI,"84,2","52,6","50,11",4425,
AMM ENREGISTREE,Non Commercialisé,CARDIX,"6,25  MG",COMPRIME,BOITE DE 14,GN,CARVEDILOL,CARDIOLOGIE - ANGEIOLOGIE,PHI,23,"14,4","13,6905",4426,
AMM ENREGISTREE,Commercialisé,CARDIX,"6,25  MG",COMPRIME,BOITE DE 28,GN,CARVEDILOL,CARDIOLOGIE - ANGEIOLOGIE,PHI,"41,9","26,2","24,93",4427,
AMM ENREGISTREE,Non Commercialisé,CELESTENE,"0,0005",GOUTTE,FLACON DE 30 ML,PP,BETAMETHASONE,ANESTHESIE - REANIMATION,PHI,"33,2","20,8","19,7846",4428,
AMM ENREGISTREE,Commercialisé,CELESTENE,2  MG,COMPRIME DISPERSIBLE SECABLE,BOITE DE 20,PP,BETAMETHASONE (DIPROPIONATE),ANESTHESIE - REANIMATION,PHI,"36,6","22,9","21,79",4429,
AMM ENREGISTREE,Non Commercialisé,CLOPICARD,75  MG,COMPRIME PELLICULE,BOITE DE 15,GN,CLOPIDOGREL,CANCEROLOGIE - HEMATOLOGIE,PHI,90,"56,3","53,6",4430,
AMM ENREGISTREE,Non Commercialisé,CLOPICARD,75  MG,COMPRIME PELLICULE,BOITE DE 30,GN,CLOPIDOGREL,CANCEROLOGIE - HEMATOLOGIE,PHI,170,"106,3","101,2",4431,
AMM ENREGISTREE,Commercialisé,CO-ANGINIB,"50  MG  /  12,5  MG",COMPRIME,BOITE DE 30,GN,LOSARTAN POTASSIQUE // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"114,3","71,5","68,07",4432,
AMM ENREGISTREE,Commercialisé,CO-ANGINIB,"50  MG  /  12,5  MG",COMPRIME,BOITE DE 60,GN,LOSARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,PHI,205,"128,6","122,5",4433,
AMM ENREGISTREE,Non Commercialisé,DICLOBERL,100  MG,SUPPOSITOIRE,BOITE DE 10,GN,DICLOFENAC SODIQUE,ANESTHESIE - REANIMATION,PHI,"28,1","17,6","16,7445",4434,
AMM ENREGISTREE,Non Commercialisé,DICLOBERL,50  MG,COMPRIME,BOITE DE 20,GN,DICLOFENAC SODIQUE,ANESTHESIE - REANIMATION,PHI,30,"18,8","17,885",4435,
AMM ENREGISTREE,Non Commercialisé,DICLOBERL,75  MG,SOLUTION INJECTABLE,BOITE DE 1 AMPOULE,GN,DICLOFENAC SODIQUE,ANESTHESIE - REANIMATION,PHI,"9,1","5,7","5,3961",4436,
AMM ENREGISTREE,Commercialisé,DIPROSALIC,"0,0005",POMMADE,TUBE DE 30 G,PP,BETAMETHASONE (DIPROPIONATE) // ACIDE SALICYLIQUE,DERMATOLOGIE - VENEROLOGIE,PHI,"35,1",22,"20,9168",4437,
AMM ENREGISTREE,Non Commercialisé,DIPROSALIC,"0,064 G  /  2 G",LOTION,TUBE DE 30 G,PP,BETAMETHASONE (DIPROPIONATE) // ACIDE SALICYLIQUE,DERMATOLOGIE,PHI,"39,2","24,5","23,3089",4438,
AMM ENREGISTREE,Commercialisé,DIPROSONE,"0,0005",CREME,TUBE DE 15 G,PP,BETAMETHASONE (DIPROPIONATE),DERMATOLOGIE - VENEROLOGIE,PHI,"16,2","10,1","9,6518",4439,
AMM ENREGISTREE,Commercialisé,DIPROSONE,"0,0005",CREME,TUBE DE 30 G,PP,BETAMETHASONE (DIPROPIONATE),DERMATOLOGIE - VENEROLOGIE,PHI,"30,4",19,"18,0797",4440,
AMM ENREGISTREE,Commercialisé,DIPROSONE,"0,0005",POMMADE,TUBE DE 15 G,PP,BETAMETHASONE (DIPROPIONATE),DERMATOLOGIE - VENEROLOGIE,PHI,"22,7","14,2","13,4902",4441,
AMM ENREGISTREE,Commercialisé,DIPROSONE,"0,0005",POMMADE,TUBE DE 30 G,PP,BETAMETHASONE (DIPROPIONATE),DERMATOLOGIE - VENEROLOGIE,PHI,"30,4",19,"18,0797",4442,
AMM ENREGISTREE,Non Commercialisé,DUAC,"6,67%  /  1,28%",GEL,TUBE DE 25 G,PP,PEROXYDE DE BENZOYLE // CLINDAMYCINE PHOSPHATE,DERMATOLOGIE - VENEROLOGIE,PHI,"184,1","115,1","109,5906",4443,
AMM ENREGISTREE,Non Commercialisé,DULOPHI,20  MG,GELULE GASTRORESISTANTE,BOITE DE 30,GN,DULOXETINE (CHLORHYDRATE),NEUROLOGIE - PSYCHIATRIE,PHI,100,"62,5","59,5",4444,
AMM ENREGISTREE,Commercialisé,DULOPHI,30  MG,GELULE GASTRORESISTANTE,BOITE DE 30,GN,DULOXETINE (CHLORHYDRATE),NEUROLOGIE - PSYCHIATRIE,PHI,"149,5","93,4",89,4445,
AMM ENREGISTREE,Commercialisé,DULOPHI,60  MG,GELULE GASTRORESISTANTE,BOITE DE 30,GN,DULOXETINE (CHLORHYDRATE),NEUROLOGIE - PSYCHIATRIE,PHI,262,"163,8",156,4446,
AMM RETIREE,Retiré du Marché,DUOFILM,"16,7 G  /  16,7 G",SOLUTION POUR APPLICATION LOCALE,FLACON DE 15 ML,PP,ACIDE SALICYLIQUE // ACIDE LACTIQUE,DERMATOLOGIE - VENEROLOGIE,PHI,62,"38,8","36,9381",4447,
AMM ENREGISTREE,Commercialisé,GAVISCON,250  MG,COMPRIME,BOITE DE 20,PP,ALGINATE (SODIUM) // BICARBONATE DE SODIUM,GASTRO-ENTERO-HEPATOLOGIE,PHI,"40,2","25,1","23,95",4448,
AMM ENREGISTREE,Non Commercialisé,GAVISCON,"5 G  /  2,670 G",SUSPENSION BUVABLE,FLACON DE 250 ML,PP,ALGINATE (SODIUM) // BICARBONATE DE SODIUM,GASTRO-ENTERO-HEPATOLOGIE,PHI,"32,9","20,5","19,5817",4449,
AMM RETIREE,Retiré du Marché,GAVISCON,"5 G  /  2,670 G",SUSPENSION BUVABLE,BOITE DE 24 SACHETS,PP,ALGINATE (SODIUM) // BICARBONATE DE SODIUM,GASTRO-ENTEROLOGIE,PHI,"34,2","21,3","19,0254",4450,
AMM ENREGISTREE,Commercialisé,GAVISCON ADVANCE GOUT ANIS,500  MG  /  100  MG,SUSPENSION BUVABLE,FLACON DE 150 ML,PP,ALGINATE (SODIUM) // BICARBONATE DE SODIUM,GASTRO-ENTERO-HEPATOLOGIE,PHI,"45,2","28,3","26,92",4451,
AMM ENREGISTREE,Commercialisé,GAVISCON ADVANCE GOUT MENTHE,500  MG  /  100  MG,SUSPENSION BUVABLE,FLACON DE 150 ML,PP,ALGINATE (SODIUM) // BICARBONATE DE SODIUM,GASTRO-ENTERO-HEPATOLOGIE,PHI,"45,2","28,3","26,92",4452,
AMM RETIREE,Retiré du Marché,GAVISCON NOURRISSON,"5 G  /  2,670 G",SUSPENSION BUVABLE,FLACON DE 150 ML,PP,ALGINATE (SODIUM) // BICARBONATE DE SODIUM,GASTRO-ENTEROLOGIE,PHI,"23,1","14,4","12,8505",4453,
AMM ENREGISTREE,Commercialisé,GELAFUNDIN,"0,04",SOLUTION POUR PERFUSION IV,BOITE DE 10 FLACONS DE 500 ML,GN,POLYSUCCINATE DE GELATINE // CHLORURE DE SODIUM,ANESTHESIE - REANIMATION,PHI,532,353,"336,97",4454,
AMM ENREGISTREE,Commercialisé,GLURENOR,30  MG,COMPRIME,BOITE DE 20,PP,GLIQUIDONE,METABOLISME- DIABETE - NUTRITION,PHI,"25,7","16,1","15,3153",4455,
AMM ENREGISTREE,Commercialisé,GLURENOR,30  MG,COMPRIME,BOITE DE 60,PP,GLIQUIDONE,METABOLISME- DIABETE - NUTRITION,PHI,69,"43,1","41,0652",4456,
AMM ENREGISTREE,Non Commercialisé,IMATEC,100  MG,GELULE,BOITE DE 120,GN,IMATINIB (MESILATE),CANCEROLOGIE - HEMATOLOGIE,PHI,3503,3194,"3042,66",4457,
AMM ENREGISTREE,Non Commercialisé,IRINOCYT,100  MG  /  5  ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 5 ML,GN,IRINOTECAN,CARDIOLOGIE - ANGEIOLOGIE,PHI,1313,1043,"993,8333",4458,
AMM ENREGISTREE,Non Commercialisé,IRINOCYT,40  MG  /  2  ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 2 ML,GN,IRINOTECAN,CARDIOLOGIE - ANGEIOLOGIE,PHI,533,354,"337,6329",4459,
AMM ENREGISTREE,Non Commercialisé,IRPHI,150  MG,COMPRIME PELLICULE,BOITE DE 10,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,PHI,"43,5","27,2","25,87",4460,
AMM ENREGISTREE,Non Commercialisé,IRPHI,150  MG,COMPRIME PELLICULE,BOITE DE 20,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,PHI,"77,6","48,5","46,21",4461,
AMM ENREGISTREE,Commercialisé,IRPHI,150  MG,COMPRIME PELLICULE,BOITE DE 30,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,PHI,"116,4","72,8","69,32",4462,
AMM ENREGISTREE,Non Commercialisé,IRPHI,300  MG,COMPRIME PELLICULE,BOITE DE 10,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,PHI,"60,7","37,9","36,14",4463,
AMM ENREGISTREE,Non Commercialisé,IRPHI,300  MG,COMPRIME PELLICULE,BOITE DE 20,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,PHI,"109,7","68,6","65,33",4464,
AMM ENREGISTREE,Commercialisé,IRPHI,300  MG,COMPRIME PELLICULE,BOITE DE 30,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,PHI,"160,9","100,5","95,76",4465,
AMM ENREGISTREE,Non Commercialisé,IRPHI,75  MG,COMPRIME PELLICULE,BOITE DE 10,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,PHI,"18,2","11,3","10,81",4466,
AMM ENREGISTREE,Non Commercialisé,IRPHI,75  MG,COMPRIME PELLICULE,BOITE DE 20,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,PHI,"27,6","17,2","16,43",4467,
AMM ENREGISTREE,Commercialisé,IRPHI,75  MG,COMPRIME PELLICULE,BOITE DE 30,GN,IRBESARTAN,CARDIOLOGIE - ANGEIOLOGIE,PHI,"41,3","25,8","24,6",4468,
AMM ENREGISTREE,Non Commercialisé,IRPHI PLUS,"150  MG  /  12,5  MG",COMPRIME PELLICULE,BOITE DE 10,GN,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,PHI,55,"34,4","32,77",4469,
AMM ENREGISTREE,Non Commercialisé,IRPHI PLUS,"150  MG  /  12,5  MG",COMPRIME PELLICULE,BOITE DE 20,GN,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"99,3","62,1","59,13",4470,
AMM ENREGISTREE,Commercialisé,IRPHI PLUS,"150  MG  /  12,5  MG",COMPRIME PELLICULE,BOITE DE 30,GN,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,PHI,142,"88,8","84,55",4471,
AMM ENREGISTREE,Non Commercialisé,IRPHI PLUS,"300  MG  /  12,5  MG",COMPRIME PELLICULE,BOITE DE 10,GN,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"60,7","37,9","36,14",4472,
AMM ENREGISTREE,Non Commercialisé,IRPHI PLUS,"300  MG  /  12,5  MG",COMPRIME PELLICULE,BOITE DE 20,GN,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"109,7","68,6","65,33",4473,
AMM ENREGISTREE,Commercialisé,IRPHI PLUS,"300  MG  /  12,5  MG",COMPRIME PELLICULE,BOITE DE 30,GN,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"160,9","100,5","95,76",4474,
AMM ENREGISTREE,Non Commercialisé,IRPHI PLUS,300  MG  /  25  MG,COMPRIME PELLICULE,BOITE DE 10,GN,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"60,7","37,9","36,14",4475,
AMM ENREGISTREE,Non Commercialisé,IRPHI PLUS,300  MG  /  25  MG,COMPRIME PELLICULE,BOITE DE 20,GN,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"109,7","68,6","65,33",4476,
AMM ENREGISTREE,Commercialisé,IRPHI PLUS,300  MG  /  25  MG,COMPRIME PELLICULE,BOITE DE 30,GN,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE - ANGEIOLOGIE,PHI,"160,9","100,5","95,76",4477,
AMM ENREGISTREE,Non Commercialisé,ISOTREX,"0,0005",GEL POUR APPLICATION LOCALE,TUBE DE 30 G,PP,ISOTRETINOINE,DERMATOLOGIE - VENEROLOGIE,PHI,"78,8","49,2","46,8959",4478,
AMM ENREGISTREE,Commercialisé,KETUM,"0,025",GEL POUR APPLICATION LOCALE,TUBE DOSEUR DE 120 G,PP,KETOPROFENE,RHUMATOLOGIE,PHI,"93,4","58,4","55,6297",4479,
AMM ENREGISTREE,Non Commercialisé,KETUM,"0,025",GEL,TUBE DE 30 G,PP,KETOPROFENE,RHUMATOLOGIE,PHI,"28,6","17,9","17,0227",4480,
AMM ENREGISTREE,Commercialisé,KETUM,"0,025",GEL,TUBE DE 60 G,PP,KETOPROFENE,RHUMATOLOGIE,PHI,"49,3","30,8","29,3714",4481,
AMM ENREGISTREE,Commercialisé,LANPROL,30  MG,GELULE,FLACON DE 14,GN,LANSOPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,PHI,"39,2","24,5","23,3645",4482,
AMM ENREGISTREE,Commercialisé,LANPROL,30  MG,GELULE,FLACON DE 28,GN,LANSOPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,PHI,"74,8","46,7","44,5038",4483,
AMM ENREGISTREE,Commercialisé,LANPROL,30  MG,GELULE,FLACON DE 7,GN,LANSOPRAZOLE,GASTRO-ENTERO-HEPATOLOGIE,PHI,28,"17,5","16,6889",4484,
AMM ENREGISTREE,Commercialisé,LIOTON,100 000 UI,GEL,TUBE DE 50 G,PP,HEPARINE SODIQUE,RHUMATOLOGIE,PHI,"49,5","30,9","29,4838",4485,
AMM ENREGISTREE,Commercialisé,MEDIZAPIN,10  MG,COMPRIME,BOITE DE 10,GN,OLANZAPINE,NEUROLOGIE - PSYCHIATRIE,CIPLA,"106,8","66,7","63,55",4486,
AMM ENREGISTREE,Commercialisé,MEDIZAPIN,10  MG,COMPRIME,BOITE DE 30,GN,OLANZAPINE,NEUROLOGIE - PSYCHIATRIE,CIPLA,272,"170,2","162,1",4487,
AMM ENREGISTREE,Commercialisé,MEDIZAPIN,"2,5  MG",COMPRIME,BOITE DE 10,GN,OLANZAPINE,NEUROLOGIE - PSYCHIATRIE,CIPLA,"48,7","30,5","29,01",4488,
AMM ENREGISTREE,Commercialisé,MEDIZAPIN,"2,5  MG",COMPRIME,BOITE DE 30,GN,OLANZAPINE,NEUROLOGIE - PSYCHIATRIE,CIPLA,106,"66,3","63,13",4489,
AMM ENREGISTREE,Commercialisé,MEDIZAPIN,5  MG,COMPRIME,BOITE DE 10,GN,OLANZAPINE,NEUROLOGIE - PSYCHIATRIE,CIPLA,"61,3","38,3","36,51",4490,
AMM ENREGISTREE,Commercialisé,MEDIZAPIN,5  MG,COMPRIME,BOITE DE 30,GN,OLANZAPINE,NEUROLOGIE - PSYCHIATRIE,CIPLA,"156,4","97,8","93,11",4491,
AMM ENREGISTREE,Non Commercialisé,MEDIZAPIN,"7,5  MG",COMPRIME,BOITE DE 10,GN,OLANZAPINE,NEUROLOGIE - PSYCHIATRIE,CIPLA,"154,2","96,4","91,7891",4492,
AMM ENREGISTREE,Non Commercialisé,MEDIZAPIN,"7,5  MG",COMPRIME,BOITE DE 30,GN,OLANZAPINE,NEUROLOGIE - PSYCHIATRIE,CIPLA,390,259,"247,2897",4493,
AMM RETIREE,Retiré du Marché,MIOCAMEN,6 G,GRANULE POUR SUSPENSION ORALE,FLACON DE 30 G (120 ML),PP,MIOCAMYCINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,PHI,"114,2","71,2","63,54",4494,
AMM RETIREE,Retiré du Marché,MIOCAMEN,600  MG,COMPRIME,BOITE DE 12,PP,MIOCAMYCINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,PHI,"121,4","75,6","67,54",4495,
AMM ENREGISTREE,Commercialisé,MYCOFLU,150  MG,GELULE,BOITE DE 1,GN,FLUCONAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHI,"22,4",14,"13,35",4496,
AMM ENREGISTREE,Commercialisé,MYCOFLU,150  MG,GELULE,BOITE DE 4,GN,FLUCONAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHI,"76,2","47,6","45,39",4497,
AMM ENREGISTREE,Commercialisé,MYCOFLU,150  MG,GELULE,FLACON DE 7,GN,FLUCONAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHI,"121,5","75,9","72,3186",4498,
AMM RETIREE,Retiré du Marché,MYCOFLU,50  MG,GELULE,BOITE DE 3,GN,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,PHI,30,"18,7","16,6889",4499,
AMM ENREGISTREE,Commercialisé,MYCOFLU,50  MG,GELULE,BOITE DE 7,GN,FLUCONAZOLE,INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHI,"74,8","46,7","44,5038",4500,
AMM ENREGISTREE,Commercialisé,NEBILET,5  MG,COMPRIME QUADRISECABLE,BOITE DE 28,PP,NEBIVOLOL,CARDIOLOGIE - ANGEIOLOGIE,PHI,"87,5","54,7","52,06",4501,
AMM ENREGISTREE,Commercialisé,NEOCIP,250  MG,COMPRIME PELLICULE,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHI,"51,4","32,1","30,6",4502,
AMM ENREGISTREE,Commercialisé,NEOCIP,500  MG,COMPRIME PELLICULE,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE - PARASITOLOGIE - IMMUNOLOGIE,PHI,"74,8","46,7","44,5",4503,
AMM ENREGISTREE,Commercialisé,NO-DEP,50  MG,COMPRIME,BOITE DE 15,GN,SERTRALINE (CHLORHYDRATE),NEUROLOGIE - PSYCHIATRIE,CIPLA,"66,4","41,5","39,4971",4504,
AMM ENREGISTREE,Commercialisé,NO-DEP,50  MG,COMPRIME,BOITE DE 30,GN,SERTRALINE (CHLORHYDRATE),NEUROLOGIE - PSYCHIATRIE,CIPLA,"118,5","74,1","70,5385",4505,
AMM ENREGISTREE,Commercialisé,NO-DEP,50  MG,COMPRIME,BOITE DE 60,GN,SERTRALINE (CHLORHYDRATE),NEUROLOGIE - PSYCHIATRIE,CIPLA,188,"117,5","111,9381",4506,
AMM RETIREE,Retiré du Marché,NOFLOXINE,400  MG,COMPRIME,BOITE DE 10,GN,NORFLOXACINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,PHI,78,"48,6","43,3912",4507,
AMM ENREGISTREE,Non Commercialisé,OKA-CARBOPLATIN,150  MG  /  15  ML,SOLUTION POUR PERFUSION (IV),BOITE DE 1 FLACON DE 15 ML,GN,CARBOPLATINE,CANCEROLOGIE - HEMATOLOGIE,PHI,572,380,"362,25",4508,
AMM ENREGISTREE,Non Commercialisé,OKA-CARBOPLATIN,450  MG  /  45  ML,SOLUTION POUR PERFUSION (IV),BOITE DE 1 FLACON DE 45 ML,GN,CARBOPLATINE,CANCEROLOGIE - HEMATOLOGIE,PHI,1175,900,"858,06",4509,
AMM ENREGISTREE,Non Commercialisé,OKA-DOCETAXEL,20  MG  /  5  ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 5 ML,GN,DOCETAXEL,CANCEROLOGIE - HEMATOLOGIE,PHI,800,531,"506,33",4510,
AMM ENREGISTREE,Non Commercialisé,OKA-DOCETAXEL,80  MG  /  15  ML,SOLUTION INJECTABLE,BOITE DE 1 FLACON DE 15 ML,GN,DOCETAXEL,CANCEROLOGIE - HEMATOLOGIE,PHI,2500,2161,"2058,84",4511,
